20170528,1,38486,2640,41126
20170529,0,39602,2496,42098
20170530,0,34832,2423,37255
20170531,0,38352,2629,40981
20170601,0,39568,2339,41907
20170602,0,43936,2556,46492
20170603,1,47550,3223,50773
20170604,1,40691,2956,43647
20170605,0,34088,2450,36538
20170606,1,32973,2714,35687
20170607,0,39432,4797,44229
20170608,0,38975,2637,41612
20170609,0,41860,3642,45502
20170610,1,40615,2762,43377
20170611,1,40736,4403,45139
20170612,0,40998,2538,43536
20170613,0,37786,2458,40244
20170614,0,36833,2688,39521
20170615,0,41393,2234,43627
20170616,0,41370,2634,44004
20170617,1,42237,2775,45012
20170618,1,40430,2309,42739
20170619,0,39448,2468,41916
20170620,0,37026,1980,39006
20170621,0,38645,3358,42003
20170622,0,41055,2531,43586
20170623,0,39353,3455,42808
20170624,1,40170,3275,43445
20170625,1,40933,2866,43799
20170626,0,41474,2454,43928
20170627,0,39409,2766,42175
20170628,0,35114,3365,38479
20170629,0,35079,3144,38223
20170630,0,34973,3454,38427
20170701,1,36964,2865,39829
20170702,1,37254,3134,40388
20170703,0,35714,2967,38681
20170704,0,29899,3014,32913
20170705,0,34837,3501,38338
20170706,0,37783,2811,40594
20170707,0,37599,3048,40647
20170708,1,36418,2895,39313
20170709,1,36764,3063,39827
20170710,0,37828,3117,40945
20170711,0,37226,3075,40301
20170712,0,38459,2919,41378
20170713,0,38578,2656,41234
20170714,0,36475,3210,39685
20170715,1,38596,3764,42360
20170716,1,39747,3089,42836
20170717,0,38405,2822,41227
20170718,0,35282,2728,38010
20170719,0,35587,3397,38984
20170720,0,38670,2553,41223
20170721,0,36735,3197,39932
20170722,1,39612,3072,42684
20170723,1,39413,3334,42747
20170724,0,37468,2879,40347
20170725,0,34801,2781,37582
20170726,0,40418,3156,43574
20170727,0,40345,2601,42946
20170728,0,43758,3315,47073
20170729,1,47870,3240,51110
20170730,1,46074,3164,49238
20170731,0,44192,2650,46842
20170801,0,42387,2582,44969
20170802,0,43795,3312,47107
20170803,0,41532,2555,44087
20170804,0,36104,2817,38921
20170805,1,35977,2608,38585
20170806,1,36795,2356,39151
